sentence_id,sentence,entities,chapter
74,"_Signed_ FENRIS ULF , Captain of the Secret Police ,","[{""text"": ""FENRIS ULF"", ""canonical"": ""Fenris Ulf"", ""label"": ""MENTIONED_ONLY""}]",6
75,LONG LIVE THE QUEEN !,"[{""text"": ""THE QUEEN"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
76,"""",[],6
77,The children stared at each other .,[],6
78,""" I do n't know that I 'm going to like this place after all , "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
79,""" Who is this Queen , Lu ? "" said Peter .","[{""text"": ""Queen"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
80,""" Do you know anything about her ? ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
81,""" She is n't a real queen at all , "" answered Lucy , "" she 's a horrible witch , the White Witch .","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
82,Everyone -- all the wood people -- hate her .,"[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
83,"She has made an enchantment over the whole country so that it is always winter here and never Christmas . ""","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
84,""" I -- I wonder if there 's any point in going on , "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
85,""" I mean , it does n't seem particularly safe here and it looks as if it wo n't be much fun either .",[],6
86,"And it 's getting colder every minute , and we 've brought nothing to eat .",[],6
87,"What about just going home ? """,[],6
88,""" Oh , but we ca n't , we ca n't , "" said Lucy suddenly .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
89,""" Do n't you see ?",[],6
90,"We ca n't just go home , not after this .",[],6
91,It is all on my account that the poor Faun has got into this trouble .,"[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",6
92,He hid me from the Witch and showed me the way back .,"[{""text"": ""He"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
93,That 's what it means by comforting the Queen 's enemies and fraternising with Humans .,"[{""text"": ""Queen"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
94,"We simply must try to rescue him . ""","[{""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",6
95,""" A lot _we_ could do ! "" said Edmund , "" when we have n't even got anything to eat ! ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
96,""" Shut up -- you ! "" said Peter , who was still very angry with Edmund .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}]",6
97,""" What do you think , Susan ? ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]",6
98,""" I 've a horrid feeling that Lu is right , "" said Susan .","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
99,""" I do n't want to go a step further and I wish we 'd never come .",[],6
100,"But I think we must try to do something for Mr. Whatever - his - name is -- I mean the Faun . ""","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",6
101,""" That 's what I feel too , "" said Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
102,""" I 'm worried about having no food with us .",[],6
103,"I 'd vote for going back and getting something from the larder , only there does n't seem to be any certainty of getting into this country again when once you 've got out of it .",[],6
104,"I think we 'll have to go on . """,[],6
105,""" So do I , "" said both the girls .","[{""text"": ""the girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""the girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
106,""" If only we knew where the poor chap was imprisoned ! "" said Peter .","[{""text"": ""poor chap"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
107,"They were all still , wondering what to do next , when Lucy said , "" Look !","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
108,"There 's a robin , with such a red breast .",[],6
109,It 's the first bird I 've seen here .,[],6
110,I say !,[],6
111,-- I wonder can birds talk in Narnia ?,[],6
112,"It almost looks as if it wanted to say something to us . """,[],6
113,"Then she turned to the Robin and said , "" Please , can you tell us where Tumnus the Faun has been taken to ? ""","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Tumnus the Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",6
114,As she said this she took a step towards the bird .,"[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",6
115,It at once hopped away but only as far as to the next tree .,[],6
116,There it perched and looked at them very hard as if it understood all they had been saying .,[],6
117,"Almost without noticing that they had done so , the four children went a step or two nearer to it .",[],6
118,At this the Robin flew away again to the next tree and once more looked at them very hard .,[],6
119,( You could n't have found a robin with a redder chest or a brighter eye . ),[],6
120,""" Do you know , "" said Lucy , "" I really believe he means us to follow him . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
121,""" I 've an idea he does , "" said Susan , "" what do you think , Peter ? ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]",6
122,""" Well , we might as well try it , "" answered Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
123,The Robin appeared to understand the matter thoroughly .,[],6
124,"It kept going from tree to tree , always a few yards ahead of them but always so near that they could easily follow it .",[],6
125,"In this way it led them on , slightly down hill .",[],6
126,Wherever the Robin alighted a little shower of snow would fall off the branch .,[],6
127,Presently the clouds parted overhead and the winter sun came out and the snow all around them grew dazzlingly bright .,[],6
128,"They had been travelling in this way for about half an hour , with the two girls in front , when Edmund said to Peter , "" If you 're not still too high and mighty to talk to me , I 've something to say which you 'd better listen to . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]",6
129,""" What is it ? "" asked Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
130,""" Hush !",[],6
131,"Not so loud , "" said Edmund , "" there 's no good frightening the girls .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
132,"But have you realised what we 're doing ? """,[],6
133,""" What ? "" said Peter , lowering his voice to a whisper .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
134,""" We 're following a guide we know nothing about .",[],6
135,How do we know which side that bird is on ?,[],6
136,"Why should n't it be leading us into a trap ? """,[],6
137,""" That 's a nasty idea .",[],6
138,Still -- a robin you know .,[],6
139,They 're good birds in all the stories I 've ever read .,[],6
140,"I 'm sure a robin would n't be on the wrong side . """,[],6
141,""" If it comes to that , which _is_ the right side ?",[],6
142,"How do we know that the fauns are in the right and the Queen ( yes , I know we 've been _told_ she 's a witch ) is in the wrong ?","[{""text"": ""Queen"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",6
143,"We do n't really know anything about either . """,[],6
144,""" The Faun saved Lucy . ""","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]",6
145,""" He _said_ he did .","[{""text"": ""He"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",6
146,But how do we know ?,[],6
147,And there 's another thing too .,[],6
148,"Has anyone the least idea of the way home from here ? """,[],6
149,""" Great Scott ! "" said Peter , "" I had n't thought of that . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
150,""" And no chance of dinner either , "" said Edmund .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",6
1,"While the two boys were whispering behind , both the girls suddenly cried "" Oh !","[{""text"": ""boys"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""boys"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",7
2,""" and stopped . """,[],7
3,The robin !,[],7
4,""" cried Lucy , "" the robin .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
5,"It 's flown away . """,[],7
6,"And so it had -- right out of sight . """,[],7
7,And now what are we to do ?,[],7
8,""" said Edmund , giving Peter a look which was as much as to say "" What did I tell you ? ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}]",7
9,""" Sh !",[],7
10,Look !,[],7
11,""" said Susan . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
12,What ?,[],7
13,""" said Peter . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
14,"There 's something moving among the trees -- over there to the left . """,[],7
15,"They all stared as hard as they could , and no one felt very comfortable . """,[],7
16,"There it goes again , "" said Susan presently . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
17,"I saw it that time too , "" said Peter . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
18,It 's still there .,[],7
19,"It 's just gone behind that big tree . """,[],7
20,""" What is it ?",[],7
21,""" asked Lucy , trying very hard not to sound nervous . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
22,"Whatever it is , "" said Peter , "" it 's dodging us .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
23,"It 's something that does n't want to be seen . """,[],7
24,""" Let 's go home , "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
25,"And then , though nobody said it out loud , everyone suddenly realised the same fact that Edmund had whispered to Peter at the end of the last chapter .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]",7
26,"They were lost . """,[],7
27,What 's it like ?,[],7
28,""" said Lucy . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
29,"It 's -- it 's a kind of animal , "" said Susan ; and then , "" Look !","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
30,Look !,[],7
31,Quick !,[],7
32,"There it is . """,[],7
33,"They all saw it this time , a whiskered furry face which had looked out at them from behind a tree .","[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
34,But this time it did n't immediately draw back .,"[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
35,"Instead , the animal put its paw against its mouth just as humans put their finger on their lips when they are signalling to you to be quiet .","[{""text"": ""the animal"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
36,Then it disappeared again .,"[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
37,The children all stood holding their breaths .,"[{""text"": ""children"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",7
38,"A moment later the stranger came out from behind the tree , glanced all round as if it were afraid someone was watching , said "" Hush , "" made signs to them to join it in the thicker bit of wood where it was standing , and then once more disappeared . ""","[{""text"": ""the stranger"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
39,"I know what it is , "" said Peter , "" it 's a beaver .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
40,"I saw the tail . """,[],7
41,""" It wants us to go to it , "" said Susan , "" and it is warning us not to make a noise . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
42,""" I know , "" said Peter . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
43,The question is are we to go to it or not ?,[],7
44,"What do you think , Lu ? ""","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]",7
45,""" I think it 's a nice beaver , "" said Lucy . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
46,"Yes , but how do we _know_ ?",[],7
47,""" said Edmund . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
48,Sha n't we have to risk it ?,[],7
49,""" said Susan . ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
50,"I mean , it 's no good just standing here and I feel I want some dinner . """,[],7
51,"At this moment the Beaver again popped its head out from behind the tree and beckoned earnestly to them . ""","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
52,"Come on , "" said Peter , "" let 's give it a try .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
53,All keep close together .,[],7
54,"We ought to be a match for one beaver if it turns out to be an enemy . """,[],7
55,"So the children all got close together and walked up to the tree and in behind it , and there , sure enough , they found the Beaver ; but it still drew back , saying to them in a hoarse throaty whisper , "" Further in , come further in .","[{""text"": ""children"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""children"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
56,Right in here .,[],7
57,"We 're not safe in the open ! """,[],7
58,"Only when it had led them into a dark spot where four trees grew so close together that their boughs met and the brown earth and pine needles could be seen underfoot because no snow had been able to fall there , did it begin to talk to them . ""","[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
59,Are you the Sons of Adam and the Daughters of Eve ?,"[{""text"": ""Sons of Adam"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Sons of Adam"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Daughters of Eve"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Daughters of Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]",7
60,""" it said . ""","[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
61,"We 're some of them , "" said Peter . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
62,S-s-s - sh !,[],7
63,""" said the Beaver , "" not so loud please .","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
64,"We 're not safe even here . """,[],7
65,""" Why , who are you afraid of ?",[],7
66,""" said Peter . ""","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
67,"There 's no one here but ourselves . """,[],7
68,""" There are the trees , "" said the Beaver . ""","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
69,They 're always listening .,[],7
70,"Most of them are on our side , but there _are_ trees that would betray us to _her_ ; you know who I mean , "" and it nodded its head several times . ""","[{""text"": ""_her_"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
71,"If it comes to talking about sides , "" said Edmund , "" how do we know you 're a friend ? ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
72,""" Not meaning to be rude , Mr. Beaver , "" added Peter , "" but you see , we 're strangers . ""","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
73,""" Quite right , quite right , "" said the Beaver . ""","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
74,"Here is my token . """,[],7
75,With these words it held up to them a little white object .,"[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
76,"They all looked at it in surprise , till suddenly Lucy said , "" Oh , of course .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
77,"It 's my handkerchief -- the one I gave to poor Mr. Tumnus . ""","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",7
78,""" That 's right , "" said the Beaver . ""","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
79,"Poor fellow , he got wind of the arrest before it actually happened and handed this over to me .","[{""text"": ""he"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",7
80,"He said that if anything happened to him I must meet you here and take you on to -- "" Here the Beaver 's voice sank into silence and it gave one or two very mysterious nods .","[{""text"": ""He"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
81,"Then signalling to the children to stand as close around it as they possibly could , so that their faces were actually tickled by its whiskers , it added in a low whisper -- "" They say Aslan is on the move -- perhaps has already landed . ""","[{""text"": ""it"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",7
82,And now a very curious thing happened .,[],7
83,None of the children knew who Aslan was any more than you do ; but the moment the Beaver had spoken these words everyone felt quite different .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]",7
84,"Perhaps it has sometimes happened to you in a dream that someone says something which you do n't understand but in the dream it feels as if it had some enormous meaning -- either a terrifying one which turns the whole dream into a nightmare or else a lovely meaning too lovely to put into words , which makes the dream so beautiful that you remember it all your life and are always wishing you could get into that dream again .",[],7
85,It was like that now .,[],7
86,At the name of Aslan each one of the children felt something jump in his inside .,"[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",7
87,Edmund felt a sensation of mysterious horror .,"[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
88,Peter felt suddenly brave and adventurous .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
89,Susan felt as if some delicious smell or some delightful strain of music had just floated by her .,"[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
90,"And Lucy got the feeling you have when you wake up in the morning and realise that it is the beginning of the holidays or the beginning of summer . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
91,"And what about Mr. Tumnus , "" said Lucy ; "" where is he ? ""","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
92,""" S-s-s - sh , "" said the Beaver , "" not here .","[{""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
93,"I must bring you where we can have a real talk and also dinner . """,[],7
94,"No one except Edmund felt any difficulty about trusting the Beaver now and everyone , including Edmund , was very glad to hear the word "" dinner . ""","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""the Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
95,"They therefore all hurried along behind their new friend who led them at a surprisingly quick pace , and always in the thickest parts of the forest , for over an hour .","[{""text"": ""their new friend"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
96,Everyone was feeling very tired and very hungry when suddenly the trees began to get thinner in front of them and the ground to fall steeply down hill .,[],7
97,A minute later they came out under the open sky ( the sun was still shining ) and found themselves looking down on a fine sight .,[],7
98,"They were standing on the edge of a steep , narrow valley at the bottom of which ran -- at least it would have been running if it had n't been frozen -- a fairly large river .",[],7
99,Just below them a dam had been built across this river ; and when they saw it everyone suddenly remembered that of course beavers are always making dams and felt quite sure that Mr. Beaver had made this one .,"[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]",7
100,They also noticed that he now had a sort of modest expression on his face -- the sort of look people have when you are visiting a garden they 've made or reading a story they 've written .,"[{""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]",7
101,"So it was only common politeness when Susan said , "" What a lovely dam ! ""","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",7
102,"And Mr. Beaver did n't say "" Hush "" this time but "" Merely a trifle !","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
103,Merely a trifle !,[],7
104,"And it is n't really finished ! """,[],7
105,Above the dam there was what ought to have been a deep pool but was now of course a level floor of dark green ice .,[],7
106,"And below the dam , much lower down , was more ice , but instead of being smooth this was all frozen into the foamy and wavy shapes in which the water had been rushing along at the very moment when the frost came .",[],7
107,"And where the water had been trickling over and spurting through the dam there was now a glittering wall of icicles , as if the side of the dam had been covered all over with flowers and wreaths and festoons of the purest sugar .",[],7
108,"And out in the middle , and partly on the top of the dam , was a funny little house shaped rather like an enormous bee - hive and from a hole in the roof smoke was going up , so that when you saw it ( especially if you were hungry ) you at once thought of cooking and became hungrier than you were before .",[],7
109,"That was what the others chiefly noticed , but Edmund noticed something else .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",7
110,A little lower down the river there was another small river which came down another small valley to join it .,[],7
111,"And looking up that valley , Edmund could see two small hills , and he was almost sure they were the two hills which the White Witch had pointed out to him when he parted from her at the lamp - post that other day .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",7
112,"And then between them , he thought , must be her palace , only a mile off or less .","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",7
113,"And he thought about Turkish Delight and about being a King ( "" And I wonder how Peter will like that ?","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""MENTIONED_ONLY""}]",7
114,""" he asked himself ) and horrible ideas came into his head . ""","[{""text"": ""he"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",7
115,"Here we are , "" said Mr. Beaver , "" and it looks as if Mrs. Beaver is expecting us .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""MENTIONED_ONLY""}]",7
116,I 'll lead the way .,[],7
117,"But be careful and do n't slip . """,[],7
118,"The top of the dam was wide enough to walk on , though not ( for humans ) a very nice place to walk because it was covered with ice , and though the frozen pool was level with it on one side , there was a nasty drop to the lower river on the other .",[],7
119,Along this route Mr. Beaver led them in single file right out to the middle where they could look a long way up the river and a long way down it .,"[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
